grp mapk g5sd cg9005 GB10722like cg11971 endopep kul mcp CAH1 oxred jdp tif2B RfaBp fax sh3B sparc tctp tun ef2B GlyP CG33293 Vg1 per malvolio InRA InRB IRS usp PI3K pkg ip3s ilp2
Q 3.78184475046304 0.0459387694713382 2.44068138807906 2.72314673943273 1.27230990484210 1.90306989898873 2.41141626893679 1.85783566690986 1.69103596377949 1.58772508586842 3.04648574726457 1.16018826956366 3.52942846074257 1.98123192506813 2.64844937169810 2.16953438482224 2.05284826678719 3.20638141378554 4.44307246188851 1.32470716054814 2.68832860252312 3.98456243377425 3.62799382636342 1.88806017345257 1.61617424233093 1.73023045940938 1.93334829256416 2.48366779939631 1.69012081513906 1.25685410266752 1.37997372793686 1.86199858605081
Q 3.64939840907725 -0.820071420001109 2.00829688801925 3.07644861582325 2.29078646208621 2.08370406918795 1.16962102027639 1.50997656243272 1.56236831723659 1.84657880232815 3.32095825747794 1.00541728696321 3.88745150350358 2.18010311583388 2.51084417820591 2.05159264858505 2.00033326187590 2.99680869400557 4.37058872041696 1.45008009898722 2.73310001818014 3.54120532276265 3.11982310649494 2.09323534326411 2.06803966158862 2.10881379739645 2.37453498817389 2.93698049686775 1.00016835377843 0.841313101677475 1.26028957241478 2.44002608317264
Q 3.15835664999204 0.660988953238517 2.84787318509255 2.79073845239106 2.45110328294720 2.23795270078406 2.08420467990489 2.53299831609634 1.5477363233966 2.31423220132756 3.62975685369837 1.45364478452715 3.99351165184362 2.41368688096185 2.79428575499669 2.38707861952355 2.18538228897073 3.41053544591045 4.75272015756451 1.51252591841010 2.97281066930216 4.65331804868800 2.76390752444644 1.93244482570486 1.78166031063392 2.05088477598195 2.01720796212231 2.69470156989502 1.61421876591997 1.89839062727781 1.83958631240992 1.80388696628776
Q 3.54783427499257 0.591071486186819 2.69169091469754 3.41832666752144 2.15625731763586 2.30481540400039 1.94656422081802 2.80807748030338 2.41048065271074 2.66469047537537 4.47890796593673 1.67536935051229 4.55786471910997 2.42512948648547 2.80333389570732 2.7998952326938 2.39127540977516 3.39479140715050 5.14257536290305 2.93603593012882 4.22158466444923 4.65864118744939 3.43350718606893 2.80676113722868 2.22331253034935 2.67833271160384 2.44018957929886 2.97907058534011 1.86225159183174 1.68459905694992 1.78289908167083 2.34778653969888
Q 3.51394786412782 0.0986776852061919 2.50890715300723 2.81372442754766 2.81678908364677 2.60491298984824 2.15677022356116 1.50639005385554 1.32793298872123 2.43524807115586 3.25380078601505 1.45604761344405 3.96152215630234 2.55982107643177 2.81590147225159 2.55087453951639 2.52271851842163 3.34478634728811 4.80046069781992 1.2860135883609 2.65059960340424 3.80339560374888 2.74951301425434 1.38806197297318 1.50635429157176 1.63790654784413 1.86450794625834 2.17086816751365 1.64454324594028 1.32005225637410 1.66713358081587 1.67740286913095
Q 3.23636570138548 0.483933161279164 2.72553052609745 2.77434923412890 2.9979072565627 2.77455528728255 2.39271003447388 1.78189672520572 1.45034370012739 2.95446768110172 3.31821174504036 1.62944694979881 4.06976229562672 2.28977185292434 2.75404388734099 2.56068450666972 2.32225830015109 3.3443523892888 4.95229957574053 1.43473017680103 2.96948341689375 3.7631602863265 2.51318178057934 1.85845441361283 1.70067380358502 1.93133414769361 2.02610088972747 2.33084849345809 1.16547679011493 1.62011213962692 1.92858333155405 1.85657743569214
Q 3.21652726916899 1.09498996931706 2.62211061317779 3.1323085819637 3.14135323569348 2.74496029811893 1.55869930628384 2.03635534516276 1.46077977096362 2.78905306306467 3.29708538257934 1.64579061292189 3.77895047893703 2.66475205316509 2.76004057247514 3.03525174015294 2.25931875934281 3.52635155398769 4.89845408884879 1.05964770004547 2.32204619138763 4.12322747266982 2.68492939674048 1.42134219722714 1.30367735110492 1.40629294960658 1.93237591597556 2.31635978481585 1.28355080711781 1.24697597036117 1.74950572107088 1.51471206987151
Q 2.75989018602725 -0.232418934995475 2.59016599782856 . 1.80059229471651 1.81577787084944 2.08675746493241 1.99681467502507 . 2.03036532722692 . 1.46731949374827 . 1.76906585605635 2.53902647493783 1.59335426116587 1.88025428010758 3.05556947955760 4.83262642428457 . . 2.67540785629269 2.08879379768229 . . . . . . 1.00474630883812 1.21284184782829 .
Q 3.48087602307161 1.20466261635090 2.28224829505413 . 2.5020018571583 1.90183680318753 1.96193950403981 2.83565489046633 . 2.54325126259347 . 1.64434220786085 . 1.88336222441289 2.75315313132751 2.26403759318180 1.77596307724382 3.28875406430126 5.13017181372288 . . 5.03233487919969 3.40226980640912 . . . . . . 2.17340962809778 1.73313780889433 .
W . 0.0920689326333703 2.47861514974243 2.96185532502393 2.64504550749399 2.51961503421991 2.09758212678407 2.13547434308907 1.41694334559581 3.06820729531250 3.16775447359232 1.15460691445826 4.80432509686538 . 2.84401712541012 2.65805101636186 2.30353604069992 3.29978897206086 5.48898594813448 1.65320175148328 3.12826475493276 3.39212125125108 3.75598760062206 0.85016280964092 1.21712883301898 1.44100920158695 1.89594446923801 2.03513989340947 1.87361450287709 2.07233019085655 2.25870462402212 2.740653167759
W 3.92907819530557 0.471829024697272 2.42327492205227 3.57782989761861 2.84500554198676 2.57940225549266 2.68573523051289 2.4981537679836 1.74779312670063 1.70125771705072 3.66671865752087 1.42680957258704 4.81889471727853 2.76738514458211 2.95137617686158 2.94077384972511 2.72442086752065 3.68714349821401 5.18363868240252 1.03012557477607 3.26448829790177 4.29324719558322 3.47515515205997 1.93928079479273 1.92370113014847 2.36585552920167 2.2615676627108 3.02868477669221 2.13184113639145 2.01944694791654 2.23252157714333 2.93776242470733
W 3.19718911901015 -0.114874923317096 2.57938504436094 2.50363320813352 2.51735205846854 2.2569793830638 2.13715369106884 2.46187912308905 1.36674462934294 2.75862879682017 2.63560043285534 1.14568873128697 3.69592502568131 1.88173857011003 2.40295915694024 1.78341179077452 1.61818772096844 3.15058841876773 4.17385882259965 2.21027406124565 1.99922628682922 2.35734350691458 2.82679609158359 1.67729162599363 1.35843982554055 1.25493771630188 1.85773188372401 2.44374093300757 1.62820412048041 1.29125220539390 1.47961050870821 2.21039304675451
W 3.47518146518962 0.855425753674439 3.22385039117068 . 2.29519978864588 2.77042319167009 2.37211936456419 2.27517741043468 1.64836575578213 2.09873803601037 3.62531938746694 1.65184857075949 . 2.65462161104879 2.8157661405701 2.98810158375208 2.49089816476092 3.29172814044363 5.06229144264427 2.18181670560628 3.29116690461494 3.28459539828887 2.88792354123571 2.07271446555538 1.76978369435623 2.08373506131887 2.17977731066577 2.64472360306685 . 1.75072981425897 1.87630533016265 .
W 3.37461549301316 1.38872964341139 2.82871796082718 3.45156740830251 2.90575712711722 2.51271027182486 2.28671787181898 2.29254182782262 1.90748720902499 2.92675436624079 4.03089107000547 1.49209455510503 5.11112289637299 2.32877901707652 2.86852881724223 2.89764413880327 2.59604245630235 3.10739336383985 5.22690460520224 2.35459986205614 3.53662006799601 4.60315144971048 3.40470309612469 2.23721433230786 1.65132851978423 1.85091719607210 2.04445452178628 2.47209332531032 2.41915441461967 1.80898410315044 1.91879042555564 2.49686050030739
W 3.01212576300441 0.568619588933735 2.34009588352408 3.29755797663593 2.58040787194863 2.73433309324294 2.24373319896681 2.90443972724101 1.34254582281981 3.20601913062965 2.89276960298867 1.04266442417050 5.05766378043801 2.63177048780954 3.01009069626089 3.05187080081972 2.57239342764562 3.46085143066436 5.23984860045379 1.80362372643105 2.99239922511416 3.7758769289236 3.08631940822866 1.57641759304882 1.52065522214037 1.92617363043105 1.99794226330538 2.15566469490289 1.71671194814413 2.0849320039687 2.26265176599182 2.70384169106734
W 3.3936622638325 0.130217056274679 2.53002085955890 2.72955216801632 2.20983605067539 2.11016228995977 1.81706538964169 2.69517142453445 1.19383428276601 2.66383934587451 3.08199657154959 1.57709507636431 3.98637026323649 1.95168991398793 2.62627349926269 1.94723213199354 1.63005203390921 3.15385078539978 4.43902457036012 1.26835495073762 2.53348512488622 1.84378276626549 3.01885712125761 1.85043085923841 1.44903077506227 1.38337901562691 1.85924275964842 2.2529967653769 1.65225426889184 1.67511965484514 1.85717878984785 2.45423066623174
W 1.59838539779948 -0.0307949855013222 1.80859118446415 2.32723853408552 1.82208936568579 1.68513667575120 1.21006346851665 1.9304476469184 0.627169971673948 2.13504138393896 2.75038963572766 0.931232190262177 4.00505258664333 1.55709522552150 2.05031937809776 2.01051621255470 1.7496389410055 2.30741227338922 4.39602975671449 1.25080740047519 2.42170856319983 0.304103475139452 1.67961605720706 1.16873891720957 0.382452129143148 0.746245764431399 1.25279076810896 1.69786848189353 1.16561661096770 1.16508038447851 1.16233116148575 1.82891193927109
W 3.39455892914716 0.0638456874337198 3.09226284474136 3.11679640939803 3.05999647581958 2.38944164133167 2.14634651836394 2.97428317757183 1.32940266170849 1.85622840981996 3.37022904115480 1.81052255311820 4.37323768727879 2.11614478578075 2.6739998107644 2.27530793083099 1.81907830507004 3.40244933097979 4.94225651972735 1.76018992045663 2.51506753611271 2.34460246876137 2.66127510531809 1.74235053866217 1.66075429255517 1.89589858928586 2.22521764528595 2.7429374357217 1.89720829098678 1.33218763906947 1.81859425726606 2.1348332012838
W 2.79087316336059 -0.665455246045655 2.78807567785806 2.43266536233734 1.87583756223243 2.39494401302138 2.35568794414574 2.7657297532001 1.26395015788593 2.53230632386448 3.13069144017395 1.39498548366135 3.76592236689849 2.30586042323897 2.73670561806785 2.27338354792856 1.97994812809103 3.41993002496487 4.74359004556419 1.26150742405824 2.14503392137585 1.20461419858865 2.00824195146481 1.92352474067831 1.52774348809397 1.74677408021304 2.39957867326621 2.78036000990977 1.82715791888162 1.23838408606717 1.60321539265122 1.88308590627403
F 3.58184022464866 0.491022122469429 2.77473585300386 1.98864113628895 1.95058264449821 2.75931267168138 2.25413638052335 1.92426012666086 1.37059765996042 2.03676561614934 2.07764158522972 1.10634878465762 4.22526492407061 2.93635741108790 2.85546303252463 2.96674600138582 2.99364269189809 2.70271914959837 5.16644277210369 1.17319528845453 2.45692049861559 2.75214944357412 3.46663393694633 0.746639984252449 1.07925894842738 1.86928769516348 . . 2.12519507614307 2.56438927756915 1.73714091544638 1.71803004080223
F 3.95096002449791 0.288814506006794 1.68543096670355 2.5689728676622 1.77869381746459 2.66772197354787 2.00996712569751 1.12996204283172 1.28579241237653 2.70704896670096 3.33013977292869 0.86665774262743 3.74299931873537 1.7608680893325 2.43457902933813 2.19487314822578 1.70516582315853 2.98123418229690 4.35870094367038 1.74554309003064 2.5290435439524 4.03431861741282 3.44850975602522 1.69765261513686 1.23861623074449 1.71411778650799 1.90016852835165 2.20669041240241 1.16336016288979 1.66337367243214 1.46012063288550 1.2790396359127
F 3.89464005355483 1.50485620453788 2.00054097838602 2.86900414331262 2.64821208241109 2.43166654932195 2.42735362868908 2.96572569557585 1.4916818439141 2.48349523754752 3.58580862068749 0.0934162055486913 4.82801289205291 2.35875368378742 2.68329285141644 2.83949790769334 2.45915618411831 3.23478866143383 4.82307954277491 2.43897649189885 3.07294152462423 3.66265662133361 3.57445164899599 2.05417501443195 1.83713915766423 2.2500956097736 2.42618451397187 2.84822515962373 1.30285174488515 2.18779245663342 2.01151550271037 2.50469081286143
F 3.51795188856413 -0.297612550168690 2.20490732265786 2.56921716049752 2.23194264742185 2.61696785805426 1.84770476791164 2.7203037520938 1.12090638483991 0.935509737916185 2.78036577739759 0.578695464890339 3.51496234083549 1.737405601323 2.43659189759239 1.73836493369103 2.02412873248691 3.17633894410404 4.34486979027753 1.34886800115162 2.07646181921293 5.10572284305957 3.06736455872205 1.49220785385771 0.923284021720494 1.40616848095846 1.84959148947759 2.54623674818750 1.46510588812453 1.64397053827392 1.46338502348445 1.58490830655741
F 3.81267542026044 -0.0913580099264532 1.94938126062828 2.67069185400153 2.31147198731184 2.17422681101549 2.51141979931684 2.05175112641579 1.65899245106160 2.03449588727814 3.58526824086743 1.26574011420209 4.08777061778909 2.07792326468040 2.54720054425995 2.37770425372423 2.06152378564721 3.37310063909029 4.42473776365543 2.01139122138763 2.77616382394111 3.3173288788472 3.19968900952091 2.0011056869204 1.60242993381394 2.06033988614554 2.53315015663103 3.05386834266658 1.46220346027012 1.86406613070968 1.68127790036912 -0.105134763364015
F 3.49610948224346 0.260965286353783 2.44367589117953 3.5336198471542 1.80923548683697 2.73283458183948 2.27459304575065 2.69338350231712 1.30267413675792 -0.0421262196522246 3.27018734108973 0.789695502640589 4.09330642354257 1.67600948427285 2.49071127033435 1.72430124100209 1.78146844784646 3.13646474481359 4.54498038212463 1.42596281056278 2.30621131031368 3.03695228485506 3.09869085688054 1.61925219442908 1.66313184298743 2.05418360369817 2.60544706556048 2.89496552371194 1.60544627644449 1.80569869852364 1.55937890862801 -0.127793895016365
F 3.58054521576677 0.216167837497780 1.87715474936970 3.05246523857009 2.07962677452317 2.51347159261906 2.27406421192592 2.51536035892426 1.04649339040556 1.79701982592629 3.18901445925898 0.362418000971056 4.35949443046984 1.93870918422924 2.36344451077316 2.09148621252461 1.88702686023816 3.26330908292 4.39373111916886 1.28701291376067 2.28773314682808 3.69652569695024 2.95526558049003 1.19749731351719 1.39071532424526 1.82881697895838 2.21719788723305 2.48677124368519 1.56180162828899 1.43771012300799 1.55964181248088 2.52603891616896
F 3.1863562281975 -0.880965697996835 2.07987857116854 3.31724778536186 1.89914409499218 2.25098501471102 1.98723762494119 3.09129074071428 1.09021220655817 0.619794084953678 3.01805378462067 0.43108691488014 4.31572870000899 1.41842209384185 2.40468408566348 1.71697372641404 1.62551997996468 3.14387387785339 4.42102448645695 1.45388501662803 2.39276879118106 3.16049600659392 2.17073092161871 1.59427533941659 1.12142743259959 1.66897686276953 2.08253849117738 2.36530173677047 1.97335659702001 1.83575125066147 1.82444357678596 2.50055285700778
F 2.80209018060419 -0.744006884750786 1.69346448933659 2.68573765058238 2.13128703357827 2.27578814033238 2.37324819553489 1.95852848762267 0.974834847408116 0.329487543200710 2.7121970576617 1.16772862808814 3.7089054143126 1.96849664289478 2.37780072289693 2.03875369180762 2.10163811492493 3.05521558550049 4.60294451101004 1.22618297234523 1.67025131643006 1.75807192913302 2.16900684212884 1.40048953126762 0.837665013130785 1.34284809287017 2.04204180953379 2.42544552792624 1.42857905337605 1.77780955335408 1.57847201990517 2.04568817729974
F 2.63503446301287 -0.000170064460140604 2.48638280972762 3.3896179311806 2.43529330314683 2.65715507304996 2.08697161934899 3.15740714693660 1.21103213849018 0.690559084326302 3.24820353244827 1.23766180341392 4.26572579689431 1.96290337148182 2.56076430463953 2.10023858859258 1.89268470355111 3.1919550918601 4.89930231204808 2.38557588157277 2.46756201415371 1.95155788481475 2.13028507243889 1.75036491499343 1.40036695110265 1.78500663675737 2.27764803302885 2.4511578450666 1.56774449666995 2.06592857642439 1.80587520513291 2.53465476767164
F 3.27581150501595 1.01937591692947 2.37080040892968 3.52340076649729 2.66127447658611 2.57694785595175 2.09212415130894 3.15061424306661 1.29646540940104 1.47521659043446 3.35941728942394 0.897387098761584 4.95027519562377 2.5331391982012 2.72127483553495 2.75981618708682 2.67568257580796 3.3949633906556 5.26324495727225 2.23041163307972 2.79980163182165 1.77781558691951 2.69382374999788 1.91996514075902 1.42605396750567 1.91524114047700 2.36983244194254 2.54264711642457 1.73335984422767 2.48282999503233 1.93797690679617 0.743385248391735
G 3.68007304123705 -0.113654818482646 2.06657711108442 3.5065147163877 1.94938667037456 2.83911325822491 2.51379556751283 2.25518001914399 1.81566077694937 1.6134949913483 3.40841695769297 1.31980201250391 4.58696649970415 2.77159147515416 2.50487282580086 2.95019543158829 3.51918623317404 2.98773780275894 5.02625736496564 2.02403458725663 3.07556141996341 3.0947264771834 3.68506099808108 1.76068495220434 2.09600049483079 2.88447049073162 2.57296125326094 2.56951537884043 2.22427657241513 1.95342030566927 1.73957850027223 2.65321189373256
